id,lenght,retweet_count,hashtags,mentions,contains_url,demand_words,offer_words,neg_words,pos_words,n_known_medicines,cluster
6723.0,145.0,6.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0
15576.0,151.0,4.0,0.0,2.0,0.0,2.0,0.0,4.0,3.0,0.0,2.0
6777.0,154.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0
15672.0,146.0,28.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0
19127.0,144.0,1.0,0.0,2.0,0.0,2.0,0.0,5.0,1.0,1.0,2.0
16765.0,139.0,9.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0
20282.0,110.0,3.0,0.0,2.0,0.0,4.0,0.0,3.0,2.0,1.0,2.0
5182.0,139.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,3.0,0.0,2.0
1477.0,125.0,14.0,0.0,2.0,0.0,5.0,0.0,3.0,1.0,1.0,2.0
2913.0,143.0,57.0,1.0,2.0,0.0,1.0,1.0,8.0,2.0,1.0,2.0
15378.0,146.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0,2.0
6540.0,127.0,3.0,2.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0
2658.0,140.0,25.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,0.0,2.0
21896.0,110.0,13.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,2.0
6599.0,142.0,4.0,0.0,3.0,0.0,2.0,0.0,3.0,3.0,1.0,2.0
16139.0,144.0,140.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0
17963.0,138.0,37.0,0.0,2.0,0.0,4.0,0.0,3.0,1.0,0.0,2.0
19223.0,158.0,7.0,0.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0
20172.0,142.0,2.0,1.0,0.0,0.0,4.0,0.0,6.0,4.0,1.0,2.0
6863.0,97.0,5.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
8418.0,115.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,2.0
4706.0,143.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0
19915.0,93.0,5.0,1.0,1.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0
6128.0,142.0,6.0,1.0,7.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0
7738.0,146.0,9.0,0.0,5.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0
23973.0,142.0,8.0,0.0,0.0,0.0,6.0,1.0,8.0,5.0,1.0,2.0
6516.0,115.0,4.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0
15904.0,151.0,15.0,0.0,5.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0
1612.0,120.0,4.0,0.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,2.0
20107.0,93.0,6.0,1.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,2.0
7755.0,146.0,6.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
1526.0,87.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0
6754.0,137.0,4.0,1.0,4.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0
6193.0,145.0,5.0,2.0,4.0,0.0,2.0,0.0,6.0,4.0,0.0,2.0
21338.0,142.0,11.0,0.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,2.0
7976.0,146.0,9.0,0.0,2.0,0.0,2.0,0.0,6.0,5.0,0.0,2.0
10135.0,146.0,14.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
6960.0,143.0,2.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0
7484.0,93.0,7.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0
15597.0,149.0,25.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0
2566.0,142.0,31.0,0.0,7.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0
16758.0,126.0,4.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0
